MNFID,CMDID,ITEMID,RECPQTY_COLIS
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73190610,5121475,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,6
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,8
16422,73182087,7627874,10
16422,73181904,7627079,64
16422,73181904,7627079,64
16422,73181904,7627079,64
16422,73181904,7627079,64
16422,73181904,7627079,64
16422,73181904,7627079,64
16422,73181904,7627079,12
16422,73430967,7627226,52
16422,73430967,7627226,52
16422,73430967,7627226,9
16422,73430967,7627214,35
16422,73430967,7627214,35
16422,73430967,7627214,35
16422,73430967,7627214,18
16422,73181904,7627065,112
16422,73181904,7627065,112
16422,73181904,7627065,93
16422,73181904,7627071,64
16422,73181904,7627071,64
16422,73181904,7627071,64
16422,73181904,7627071,64
16422,73181904,7627071,64
16422,73181904,7627071,23
16422,73181904,7627094,40
16422,73181904,7627094,40
16422,73181904,7627094,40
16422,73181904,7627094,40
16422,73181904,7627094,40
16422,73181904,7627094,30
16422,73181904,7627087,64
16422,73181904,7627087,64
16422,73181904,7627087,64
16422,73181904,7627087,64
16422,73181904,7627087,64
16422,73181904,7627087,64
16422,73181904,7627087,64
16422,73181904,7627087,22
16422,73181904,7627081,64
16422,73181904,7627081,64
16422,73181904,7627081,64
16422,73181904,7627081,64
16422,73181904,7627081,64
16422,73181904,7627081,64
16422,73181904,7627081,64
16422,73181904,7627081,25
16422,73181904,7627098,40
16422,73181904,7627098,40
16422,73181904,7627098,40
16422,73181904,7627098,40
16422,73181904,7627098,36
16422,73181904,7627089,64
16422,73181904,7627089,64
16422,73181904,7627089,64
16422,73181904,7627089,64
16422,73181904,7627089,64
16422,73181904,7627089,64
16422,73181904,7627089,48
16422,73181904,7627069,64
16422,73181904,7627069,64
16422,73181904,7627069,64
16422,73181904,7627069,64
16422,73181904,7627069,64
16422,73181904,7627069,17
16422,73430967,7627217,123
16422,73300440,7627148,220
16422,73300440,7627148,60
16422,73181904,7627058,104
16422,73181904,7627058,104
16422,73181904,7627058,84
16422,73300440,7627154,64
16422,73300440,7627154,64
16422,73300440,7627154,64
16422,73300440,7627154,64
16422,73300440,7627154,64
16422,73300440,7627154,23
16422,73300440,7627140,64
16422,73300440,7627140,64
16422,73300440,7627140,64
16422,73300440,7627140,64
16422,73300440,7627140,24
16422,73181904,7627063,112
16422,73181904,7627063,112
16422,73181904,7627063,101
16422,73181904,7627083,64
16422,73181904,7627083,64
16422,73181904,7627083,64
16422,73181904,7627083,64
16422,73181904,7627083,64
16422,73181904,7627083,14
16422,73181904,7627067,64
16422,73181904,7627067,64
16422,73181904,7627067,64
16422,73181904,7627067,64
16422,73181904,7627067,48
16422,73181904,7627067,18
16422,73181904,7627077,64
16422,73181904,7627077,64
16422,73181904,7627077,64
16422,73181904,7627077,64
16422,73181904,7627077,48
16422,73181904,7627077,42
16422,73181904,7627075,64
16422,73181904,7627075,64
16422,73181904,7627075,64
16422,73181904,7627075,64
16422,73181904,7627075,64
16422,73181904,7627075,64
16422,73181904,7627075,44
16422,73181904,5119223,112
16422,73181904,5119223,86
16422,73181904,5119363,64
16422,73181904,5119363,64
16422,73181904,5119363,64
16422,73181904,5119363,64
16422,73181904,5119363,35
16422,73181904,5119339,64
16422,73181904,5119339,64
16422,73181904,5119339,64
16422,73181904,5119339,59
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,8
16422,73182087,7627962,6
16422,73182087,7627962,5
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,12
16422,73182087,7627880,4
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73182087,7627877,12
16422,73190611,4050408,8
16422,73190611,4050408,8
16422,73190611,4050408,8
16422,73190611,4050408,8
16422,73190611,4050408,8
16422,73190611,4050408,8
16422,73190611,4050408,8
16422,73190611,4050408,8
16422,73190611,4050408,6
16422,73432151,7627803,52
16422,73432151,7627803,52
16422,73432151,7627803,52
16422,73432151,7627803,52
16422,73432151,7627803,52
16422,73432151,7627803,52
16422,73432151,7627803,52
16422,73432151,7627803,52
16422,73432151,7627803,45
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,61
16422,73432151,7627797,33
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,17
16422,73432151,7627806,2
16422,73432151,7627809,61
16422,73432151,7627809,61
16422,73432151,7627809,61
16422,73432151,7627809,61
16422,73432151,7627809,18
16422,73432151,7627801,52
16422,73432151,7627801,52
16422,73432151,7627801,52
16422,73432151,7627801,52
16422,73432151,7627801,52
16422,73432151,7627801,52
16422,73432151,7627801,52
16422,73432151,7627801,36
16422,73202004,7627180,153
16422,73181905,7627157,60
16422,73181905,7627157,60
16422,73181905,7627157,60
16422,73181905,7627157,60
16422,73181905,7627157,60
16422,73181905,7627157,26
16422,73181905,7627160,60
16422,73181905,7627160,60
16422,73181905,7627160,60
16422,73181905,7627160,60
16422,73181905,7627160,60
16422,73181905,7627160,27
16422,73202004,7627183,161
16422,73200524,7627175,42
16422,73200524,7627175,42
16422,73200524,7627175,44
16422,73200524,7627175,40
16422,73200524,7627175,35
16422,73181905,7627170,19
16422,73181905,7627170,48
16422,73181905,7627170,48
16422,73181905,7627170,48
16422,73181905,7627170,48
16422,73181905,7627170,48
16422,73181905,7627170,40
16422,73181905,7627170,40
16422,73181905,7627170,40
16422,73181905,7627170,40
16422,73202004,7626987,36
16422,73202004,7626987,36
16422,73202004,7626987,36
16422,73202004,7626987,36
16422,73202004,7626987,36
16422,73202004,7626987,36
16422,73202004,7626987,36
16422,73202004,7626987,17
16422,73181905,7627165,209
16422,73181905,7627165,113
16422,73200524,7627178,42
16422,73200524,7627178,42
16422,73200524,7627178,42
16422,73200524,7627178,42
16422,73200524,7627178,35
16422,73181905,7627172,60
16422,73181905,7627172,60
16422,73181905,7627172,60
16422,73181905,7627172,60
16422,73181905,7627172,60
16422,73181905,7627172,60
16422,73181905,7627172,60
16422,73181905,7627172,60
16422,73181905,7627172,37
16422,73202004,7627032,36
16422,73202004,7627032,36
16422,73202004,7627032,36
16422,73202004,7627032,36
16422,73202004,7627032,36
16422,73202004,7627032,36
16422,73202004,7627032,12
16422,73181905,7627162,209
16422,73181905,7627162,81
16422,73181905,7627167,5
16422,73181905,7627167,40
16422,73181905,7627167,40
16422,73181905,7627167,40
16422,73181905,7627167,40
16422,73181905,7627167,48
16422,73181905,7627167,48
16422,73181905,7627167,48
16422,73181905,7627167,48
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,61
16422,73432151,7627794,33
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,61
16422,73432151,7627799,33
16422,73182085,7628017,69
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,3
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73200523,4800912,6
16422,73190611,4800888,8
16422,73190611,4800888,8
16422,73190611,4800888,8
16422,73190611,4800888,8
16422,73190611,4800888,8
16422,73190611,4800888,8
16422,73190611,4800888,5
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,6
16422,73200523,4800903,3
16422,73182085,7628015,72
16422,73182085,7628015,70
16422,73182085,7628015,48
16422,73310825,7628063,40
16422,73310825,7628063,40
16422,73310825,7628063,40
16422,73310825,7628063,40
16422,73310825,7628063,40
16422,73310825,7628063,40
16422,73310825,7628063,34
16422,73310825,7628063,8
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,40
16422,73310825,7628071,10
16422,73181904,7627041,112
16422,73181904,7627041,46
16422,73181904,7627047,96
16422,73181904,7627047,96
16422,73181904,7627047,96
16422,73181904,7627047,84
16422,73441989,7627247,147
16422,73441989,7627247,141
16422,73430970,7627009,200
16422,73430970,7627009,200
16422,73430970,7627009,200
16422,73430970,7627009,200
16422,73430970,7627009,119
16422,73181904,7627049,112
16422,73181904,7627049,112
16422,73181904,7627049,68
16422,73300439,7627128,64
16422,73300439,7627128,64
16422,73300439,7627128,64
16422,73300439,7627128,64
16422,73300439,7627128,64
16422,73300439,7627128,5
16422,73181904,7627116,64
16422,73181904,7627116,64
16422,73181904,7627116,64
16422,73181904,7627116,64
16422,73181904,7627116,27
16422,73430970,7627015,300
16422,73430970,7627015,300
16422,73430970,7627015,300
16422,73430970,7627015,300
16422,73430970,7627015,46
16422,73181904,7627122,112
16422,73181904,7627122,70
16422,73430970,7627007,200
16422,73430970,7627007,191
16422,73300439,7627131,112
16422,73300439,7627131,92
16422,73300439,7627131,83
16422,73430970,7626995,200
16422,73430970,7626995,200
16422,73430970,7626995,200
16422,73430970,7626995,200
16422,73430970,7626995,119
16422,73441989,7627244,55
16422,73441989,7627244,55
16422,73441989,7627244,55
16422,73441989,7627244,55
16422,73441989,7627244,55
16422,73441989,7627244,32
16422,73441989,7627253,273
16422,73441989,7627253,26
16422,73181904,7627043,112
16422,73181904,7627043,112
16422,73181904,7627043,68
16422,73181904,7627119,64
16422,73181904,7627119,64
16422,73181904,7627119,64
16422,73181904,7627119,64
16422,73181904,7627119,64
16422,73181904,7627119,10
16422,73441989,7627235,50
16422,73441989,7627235,50
16422,73441989,7627235,45
16422,73181904,7627039,112
16422,73181904,7627039,112
16422,73181904,7627039,78
16422,73181904,7627056,112
16422,73181904,7627056,112
16422,73181904,7627056,96
16422,73441989,7627238,82
16422,73441989,7627238,91
16422,73441989,7627238,91
16422,73441989,7627238,91
16422,73181904,7627054,112
16422,73181904,7627054,109
16422,73441989,7627241,65
16422,73441989,7627241,65
16422,73441989,7627241,65
16422,73441989,7627241,65
16422,73441989,7627241,65
16422,73441989,7627241,65
16422,73441989,7627241,65
16422,73441989,7627241,65
16422,73441989,7627241,19
16422,73441989,7627250,91
16422,73441989,7627250,91
16422,73441989,7627250,91
16422,73441989,7627250,49
16422,73430970,7627001,200
16422,73430970,7627001,200
16422,73430970,7627001,200
16422,73430970,7627001,200
16422,73430970,7627001,200
16422,73430970,7627001,35
16422,73310825,7628070,40
16422,73310825,7628070,40
16422,73310825,7628070,40
16422,73310825,7628070,40
16422,73310825,7628070,40
16422,73310825,7628070,40
16422,73310825,7628070,34
16422,73310825,7628070,8
16422,73181904,5119218,112
16422,73181904,5119218,86
